nplv,t вып-обр,t обработка,t под током,t продувка,ПСН гр.,чист расход C,чист расход Cr,чист расход Mn,чист расход Si,чист расход V,температура первая,температура последняя,Ar (интенс.),эл. энергия (интенс.),произв жидкая сталь,произв количество обработок,расход газ Ar,сыпуч известь РП,сыпуч кокс пыль УСТК,сыпуч  кокс. мелочь КМ1,сыпуч  шпат плав.,ферспл CaC2,ферспл  FeV-80,ферспл  Mn5Si65Al0.5,ферспл SiMn18,ферспл  фх850А,эл. энергия,химсталь первый Al_1,химсталь первый C_1,химсталь первый Cr_1,химсталь первый Cu_1,химсталь первый Mn_1,химсталь первый Mo_1,химсталь первый N_1,химсталь первый Ni_1,химсталь первый P_1,химсталь первый S_1,химсталь первый Si_1,химсталь первый Ti_1,химсталь первый V_1,химсталь последний Al,химсталь последний C,химсталь последний Ca,химсталь последний Cr,химсталь последний Cu,химсталь последний Mn,химсталь последний Mo,химсталь последний N,химсталь последний Ni,химсталь последний P,химсталь последний S,химсталь последний Si,химсталь последний Ti,химсталь последний V,химшлак первый Al2O3_1,химшлак первый CaO_1,химшлак первый FeO_1,химшлак первый MgO_1,химшлак первый MnO_1,химшлак первый R_1,химшлак первый SiO2_1,химшлак последний Al2O3,химшлак последний CaO,химшлак последний FeO,химшлак последний MgO,химшлак последний MnO,химшлак последний R,химшлак последний SiO2
г683863<9<8,43.0,44.55,27.3833333,44.55,2.7076412,0.46749,0.07812,0.111603,0.104684,0.0418225,1534.0,1595.0,9.6249158,13738.2836275,116.7,1.0,14.293,,0.05,0.515,0.07,0.02,0.052554,0.114,0.172,0.14,6270.0,0.002,0.405,0.352,0.1,0.683,0.007,0.01,0.074,0.01,0.02,0.45,0.002,0.002,0.003,0.753,0.0005,0.42,0.099,0.785,0.006,0.012,0.074,0.012,0.017,0.561,0.004,0.039,,57.6,0.5,10.5,0.18,2.2,,,58.5,0.7,5.3,0.09,2.5,
г683863<9<9,41.0,40.2,15.05,40.2,3.0,0.4871,0.121644,0.16493,0.152378,0.0412177,1579.0,1582.0,11.7671642,14061.1295681,115.4,1.0,15.768,,0.05,0.529,0.038,0.02,0.051794,0.164,0.254,0.218,3527.0,0.002,0.4,0.316,0.096,0.637,0.007,0.011,0.065,0.008,0.018,0.429,0.001,0.002,0.003,0.77,0.0002,0.416,0.097,0.783,0.006,0.013,0.066,0.009,0.015,0.561,0.003,0.038,,53.2,0.8,13.7,0.41,2.2,,,52.4,0.4,12.7,0.16,2.1,
г683863<9<;,32.0,43.8666667,12.8166667,43.8666667,3.0315421,0.501045,0.128898,0.16116,0.153936,0.0407282,1608.0,1581.0,8.5322673,14011.443433,114.1,1.0,12.45,,0.05,0.545,0.049,0.02,0.051179,0.168,0.248,0.231,2993.0,0.002,0.396,0.309,0.095,0.665,0.006,0.011,0.062,0.009,0.02,0.438,0.002,0.002,0.003,0.768,0.0002,0.418,0.096,0.799,0.005,0.013,0.063,0.011,0.017,0.58,0.003,0.038,,50.9,0.6,10.9,0.11,2.2,,,55.3,0.3,9.9,0.09,2.0,
г683863<9<<,32.0,44.3333333,19.6,44.3333333,2.7868339,0.47855,0.12834,0.144243,0.162912,0.0406129,1577.0,1585.0,12.0322556,13891.8367347,115.3,1.0,17.781,0.115,0.05,0.518,0.037,0.02,0.051034,0.189,0.221,0.23,4538.0,0.002,0.395,0.31,0.108,0.658,0.007,0.012,0.073,0.009,0.021,0.426,0.001,0.002,0.003,0.775,0.0002,0.416,0.108,0.784,0.006,0.013,0.072,0.01,0.017,0.56,0.003,0.038,,50.5,0.7,14.7,0.4,2.0,,,54.4,0.4,10.1,0.1,2.0,
г683863<9<=,33.0,43.5666667,19.05,43.5666667,2.8448276,0.50544,0.129456,0.170571,0.201432,0.0402969,1571.0,1588.0,9.683091,14217.3228346,115.5,1.0,14.062,0.176,0.05,0.55,0.035,0.02,0.050637,0.237,0.261,0.232,4514.0,0.002,0.369,0.309,0.077,0.642,0.005,0.01,0.059,0.008,0.02,0.406,0.002,0.003,0.003,0.785,0.0004,0.417,0.077,0.795,0.005,0.013,0.059,0.01,0.016,0.571,0.003,0.038,,49.6,1.8,9.8,0.99,2.0,,,53.6,0.7,11.3,0.2,2.0,
г683863<9<>,30.0,48.8666667,22.0333333,48.8666667,2.7810651,0.42504,0.113832,0.161784,0.179481,0.0407282,1545.0,1588.0,11.9934516,14574.2813918,115.2,1.0,19.536,0.116,0.05,0.454,0.049,0.02,0.051179,0.207,0.248,0.204,5352.0,0.001,0.433,0.325,0.095,0.651,0.007,0.01,0.071,0.008,0.021,0.419,0.001,0.002,0.003,0.769,0.0002,0.417,0.092,0.791,0.006,0.013,0.071,0.009,0.015,0.565,0.003,0.038,,50.2,1.4,17.1,0.59,1.9,,,53.8,0.9,10.5,0.18,2.0,
г683863<9=7,45.0,41.8666667,28.6666667,41.8666667,4.1420765,0.393945,0.121086,0.166862,0.127541,0.0410027,1512.0,1591.0,18.2138042,13368.1395349,115.1,1.0,25.216,0.095,0.05,0.414,0.06,0.02,0.05183,0.125,0.258,0.217,6387.0,0.002,0.473,0.32,0.106,0.649,0.007,0.011,0.068,0.008,0.021,0.483,0.002,0.002,0.003,0.753,0.0002,0.419,0.105,0.787,0.006,0.012,0.068,0.008,0.014,0.557,0.003,0.038,,56.5,1.8,11.7,0.33,2.6,,,57.2,0.7,10.6,0.16,2.1,
г683863<9=8,42.0,48.8833333,28.7,48.8833333,3.6499438,0.4537,0.09486,0.160954,0.197467,0.0410027,1528.0,1598.0,14.218343,14299.6515679,116.0,1.0,23.168,0.188,0.05,0.493,0.059,0.02,0.05183,0.235,0.246,0.17,6840.0,0.001,0.396,0.34,0.115,0.638,0.009,0.011,0.077,0.009,0.025,0.406,0.001,0.002,0.003,0.757,0.0006,0.418,0.114,0.786,0.007,0.013,0.077,0.011,0.019,0.542,0.002,0.038,,45.3,2.0,11.7,0.79,1.6,,,55.1,0.6,10.5,0.2,2.1,
г683863<9=<,33.0,43.0166667,21.0,43.0166667,,0.423995,0.11997,0.202009,0.189322,0.0418041,1581.0,1578.0,10.9262301,12405.7142857,116.7,1.0,15.667,0.083,0.05,0.45,0.06,0.02,0.052843,0.205,0.311,0.215,4342.0,0.002,0.448,0.319,0.099,0.613,0.006,0.009,0.063,0.008,0.021,0.417,0.001,0.002,0.003,0.759,0.0004,0.416,0.1,0.787,0.005,0.012,0.064,0.009,0.016,0.574,0.003,0.038,,54.1,0.2,14.1,0.19,2.0,,,51.6,0.3,12.8,0.19,2.0,
г683863<9=>,30.0,42.35,20.9666667,42.35,2.0,0.33564,0.113832,0.20407,0.195748,0.0409742,1566.0,1592.0,12.8107335,12262.3211447,115.1,1.0,17.903,0.152,0.05,0.342,0.057,0.02,0.051794,0.214,0.314,0.204,4285.0,0.001,0.508,0.324,0.105,0.602,0.006,0.011,0.076,0.007,0.021,0.407,0.001,0.002,0.003,0.765,0.0002,0.42,0.106,0.786,0.006,0.011,0.075,0.008,0.013,0.571,0.003,0.037,,49.0,0.6,15.2,0.45,2.0,,,47.7,0.6,12.9,0.17,2.3,
г683863<9>6,26.0,47.1833333,25.65,47.1833333,3.2761099,0.447165,0.145638,0.247409,0.177176,0.0418611,1570.0,1607.0,14.5023667,13295.9064327,115.9,1.0,22.809,0.21,0.05,0.472,0.056,0.02,0.052915,0.167,0.383,0.261,5684.0,0.001,0.402,0.299,0.095,0.57,0.007,0.01,0.069,0.006,0.029,0.423,0.001,0.002,0.003,0.774,0.0003,0.42,0.095,0.781,0.006,0.011,0.07,0.007,0.013,0.554,0.003,0.038,,50.1,0.6,13.0,0.18,2.0,,,55.1,0.6,10.0,0.16,2.0,
г683863<9>7,25.0,52.05,28.2,52.05,3.1470449,0.42392,0.088164,0.173094,0.174807,0.0411459,1557.0,1606.0,10.2536023,13270.212766,115.7,1.0,17.79,0.301,0.05,0.457,0.059,0.02,0.052011,0.195,0.266,0.158,6237.0,0.002,0.412,0.343,0.099,0.631,0.007,0.009,0.069,0.01,0.027,0.453,0.002,0.002,0.003,0.756,0.0002,0.417,0.097,0.781,0.006,0.012,0.069,0.011,0.018,0.553,0.003,0.038,,52.8,0.4,11.7,0.18,2.2,,,48.5,1.0,11.3,0.18,2.2,
г683863<9>8,31.0,43.5166667,20.35,43.5166667,2.5367028,0.4616,0.09486,0.205747,0.186454,0.0418041,1581.0,1600.0,8.9553895,13214.7420147,116.2,1.0,12.647,0.065,0.05,0.501,,0.03,0.052843,0.199,0.317,0.17,4482.0,0.001,0.42,0.337,0.102,0.619,0.008,0.01,0.071,0.009,0.025,0.417,0.001,0.002,0.003,0.765,0.0003,0.411,0.101,0.787,0.007,0.011,0.071,0.01,0.021,0.562,0.003,0.038,,40.5,0.6,17.7,0.31,1.9,,,55.8,0.7,9.9,0.19,2.1,
г683863<9>9,19.0,41.35,17.35,41.35,2.0,0.458675,0.08091,0.180203,0.180029,0.0417756,1606.0,1584.0,9.1857316,12145.2449568,114.7,1.0,12.661,,0.05,0.501,0.069,0.02,0.052807,0.2,0.277,0.145,3512.0,0.002,0.413,0.348,0.108,0.639,0.009,0.01,0.085,0.008,0.026,0.43,0.001,0.002,0.003,0.774,0.0004,0.415,0.11,0.791,0.008,0.011,0.086,0.01,0.019,0.586,0.003,0.038,,48.0,0.4,13.3,0.15,2.1,,,56.8,0.6,8.0,0.1,2.1,
г683863<9>:,16.0,41.0333333,19.6833333,40.8666667,2.9244265,0.4354,0.095976,0.164066,0.117008,0.0412891,1574.0,1586.0,11.6045677,13497.7138019,115.6,1.0,15.808,,0.05,0.47,0.085,0.02,0.052192,0.11,0.254,0.172,4428.0,0.002,0.414,0.336,0.105,0.64,0.008,0.008,0.076,0.009,0.023,0.45,0.002,0.002,0.003,0.761,0.0003,0.418,0.104,0.789,0.007,0.009,0.076,0.01,0.016,0.567,0.003,0.038,,54.7,0.4,13.7,0.33,2.3,,,57.9,0.2,7.5,0.08,2.2,
г683863<9>;,15.0,40.5166667,19.0,40.5166667,2.5622397,0.39547,0.080352,0.128457,0.088278,0.0396294,1578.0,1590.0,6.3618264,13013.6842105,113.0,1.0,8.592,,0.05,0.425,0.066,0.02,0.050094,0.081,0.199,0.144,4121.0,0.002,0.471,0.347,0.11,0.682,0.009,0.009,0.074,0.009,0.025,0.488,0.002,0.002,0.003,0.775,0.0001,0.413,0.107,0.789,0.008,0.01,0.073,0.009,0.016,0.57,0.003,0.038,,48.3,0.8,10.4,0.11,2.2,,,52.7,0.6,8.0,0.09,2.2,
г683863<9><,14.0,49.2,23.8833333,49.2,2.6005761,0.45125,0.091512,0.149018,0.12455,0.0418326,1574.0,1599.0,8.2850238,13196.6503838,117.4,1.0,13.523,0.092,0.05,0.491,0.048,0.02,0.052879,0.128,0.23,0.164,5253.0,0.002,0.435,0.341,0.113,0.657,0.008,0.009,0.073,0.008,0.023,0.457,0.001,0.002,0.003,0.762,0.0001,0.414,0.112,0.784,0.007,0.01,0.073,0.009,0.016,0.557,0.003,0.037,,52.7,0.5,14.6,0.25,2.1,,,52.3,0.6,13.2,0.16,2.1,
г683863<9>=,21.0,42.5333333,20.4666667,42.5333333,2.6632265,0.42982,0.102672,0.16124,0.157211,0.0407163,1588.0,1590.0,12.0065973,12904.8859935,114.5,1.0,16.986,0.145,0.05,0.462,0.069,0.02,0.051468,0.173,0.248,0.184,4402.0,0.002,0.449,0.33,0.105,0.657,0.007,0.01,0.073,0.006,0.027,0.451,0.002,0.002,0.003,0.764,0.0001,0.415,0.107,0.786,0.007,0.012,0.075,0.007,0.02,0.557,0.002,0.036,,51.1,0.8,19.4,0.26,2.0,,,53.5,1.0,14.3,0.2,2.1,
г683863<9>>,7.0,45.05,22.2,45.05,2.383574,0.40014,0.090396,0.12595,0.115558,0.040373,1578.0,1593.0,10.991121,12972.972973,115.6,1.0,16.505,,0.05,0.429,0.083,0.02,0.051034,0.124,0.194,0.162,4800.0,0.002,0.472,0.341,0.098,0.686,0.006,0.009,0.068,0.008,0.025,0.469,0.002,0.003,0.003,0.77,0.0003,0.414,0.097,0.789,0.005,0.011,0.068,0.009,0.02,0.569,0.003,0.037,,53.3,0.6,15.1,0.21,2.5,,,57.2,0.8,9.9,0.13,2.2,
г683863<9>?,9.0,43.55,17.5,43.55,2.4948855,0.377825,0.060822,0.100678,0.120268,0.0406942,1586.0,1593.0,7.5878301,13292.5714286,114.8,1.0,11.015,,0.05,0.408,0.093,0.02,0.051432,0.142,0.154,0.109,3877.0,0.002,0.466,0.365,0.113,0.706,0.007,0.008,0.073,0.011,0.025,0.468,0.002,0.002,0.003,0.76,0.0002,0.413,0.113,0.784,0.007,0.009,0.072,0.011,0.017,0.568,0.003,0.037,,51.3,0.7,12.7,0.11,2.6,,,58.1,0.6,7.1,0.11,2.3,
г683863<9?6,11.0,47.5666667,20.75,47.5666667,2.6746114,0.41154,0.10044,0.15691,0.135844,0.0412497,1585.0,1597.0,8.1737338,13003.373494,115.4,1.0,12.776,0.047,0.05,0.44,0.057,0.02,0.052083,0.142,0.242,0.18,4497.0,0.002,0.459,0.33,0.1,0.657,0.007,0.01,0.069,0.007,0.024,0.462,0.002,0.002,0.003,0.769,0.0002,0.412,0.099,0.785,0.006,0.01,0.069,0.008,0.018,0.568,0.003,0.038,,44.8,1.2,12.0,0.09,2.6,,,56.3,1.0,7.4,0.16,2.1,
г683863<9?7,14.0,41.7166667,18.35,41.55,2.5063636,0.460225,0.105462,0.187535,0.168398,0.0414509,1596.0,1581.0,7.2787004,13010.3542234,116.1,1.0,10.081,,0.05,0.498,0.036,0.02,0.052337,0.179,0.289,0.189,3979.0,0.002,0.427,0.327,0.11,0.627,0.01,0.011,0.08,0.008,0.026,0.429,0.001,0.002,0.003,0.761,0.0001,0.412,0.111,0.788,0.009,0.01,0.081,0.009,0.019,0.564,0.003,0.037,,55.4,0.3,15.2,0.16,2.1,,,50.6,0.4,11.4,0.12,2.1,
г683863<9?8,14.0,45.85,19.3666667,45.85,2.7134417,0.46151,0.091512,0.166927,0.156184,0.0401615,1594.0,1587.0,10.3118866,13095.697074,116.0,1.0,15.76,0.121,0.05,0.503,0.081,0.02,0.050709,0.169,0.257,0.164,4227.0,0.003,0.451,0.339,0.105,0.664,0.008,0.013,0.075,0.008,0.028,0.483,0.003,0.003,0.003,0.789,0.0001,0.413,0.105,0.788,0.006,0.013,0.075,0.009,0.015,0.563,0.003,0.036,,50.9,0.9,19.7,0.54,2.1,,,52.1,0.8,14.5,0.2,2.1,
г683863<9?9,12.0,48.3833333,19.1333333,48.3833333,2.0,0.42501,0.07254,0.154051,0.148714,0.0403904,1584.0,1596.0,9.6231485,13481.184669,114.4,1.0,15.52,0.058,0.05,0.462,0.038,0.02,0.050998,0.163,0.237,0.13,4299.0,0.002,0.456,0.353,0.115,0.656,0.01,0.013,0.079,0.008,0.025,0.45,0.002,0.002,0.003,0.775,0.0002,0.413,0.115,0.79,0.009,0.014,0.079,0.009,0.017,0.565,0.003,0.037,,50.8,0.6,15.8,0.34,2.2,,,54.6,0.6,14.0,0.23,2.4,
г683863<9?:,17.0,43.35,21.0166667,43.35,2.5611791,0.40287,0.063612,0.11095,0.125065,0.0413361,1594.0,1582.0,8.4833879,13003.9651071,115.9,1.0,12.242,,0.05,0.438,0.071,0.02,0.052192,0.145,0.17,0.114,4555.0,0.002,0.483,0.363,0.107,0.69,0.007,0.012,0.072,0.009,0.021,0.458,0.002,0.002,0.003,0.76,0.0002,0.417,0.109,0.791,0.007,0.013,0.072,0.01,0.017,0.568,0.003,0.038,,55.2,0.4,16.6,0.3,2.2,,,57.2,0.6,9.7,0.12,2.2,
г683863<9?;,13.0,48.0166667,18.65,48.0166667,2.2940497,0.47001,0.056916,0.062689,0.098035,0.0404767,1596.0,1604.0,8.1259285,13064.8793566,114.1,1.0,13.006,0.0579999999999999,0.05,0.524,0.074,0.02,0.051107,0.124,0.095,0.102,4061.0,0.002,0.388,0.37,0.109,0.747,0.009,0.013,0.071,0.012,0.022,0.481,0.002,0.003,0.003,0.766,0.0002,0.418,0.11,0.804,0.008,0.013,0.072,0.013,0.016,0.565,0.003,0.038,,55.3,0.6,15.8,0.16,2.4,,,56.3,0.5,11.3,0.18,2.1,
г683863<9?<,20.0,41.0166667,19.9166667,41.0166667,2.7446809,0.42198,0.087048,0.141718,0.137491,0.0418231,1581.0,1597.0,10.3757822,13451.0460251,117.1,1.0,14.186,0.072,0.05,0.456,0.038,0.02,0.052807,0.151,0.218,0.156,4465.0,0.002,0.44,0.345,0.103,0.67,0.008,0.013,0.07,0.009,0.021,0.457,0.001,0.002,0.003,0.746,0.0004,0.418,0.104,0.8,0.008,0.013,0.07,0.009,0.017,0.566,0.003,0.037,,53.0,0.6,14.2,0.35,2.2,,,53.7,0.6,12.9,0.18,2.1,
г683863<9?=,29.0,44.0666667,27.5333333,44.0666667,3.8833181,0.38591,0.090396,0.163348,0.139579,0.0403904,1562.0,1617.0,10.0620272,13523.9709443,112.9,1.0,14.78,0.164,0.05,0.41,0.032,0.02,0.050998,0.145,0.252,0.162,6206.0,0.002,0.473,0.343,0.112,0.655,0.009,0.012,0.073,0.008,0.022,0.454,0.001,0.002,0.003,0.772,0.0002,0.418,0.111,0.799,0.008,0.014,0.072,0.009,0.017,0.557,0.003,0.038,,55.0,0.9,14.3,0.28,2.2,,,54.7,0.7,11.1,0.21,2.1,
г683863<9?>,7.0,42.2166667,23.8333333,42.2166667,3.0844316,0.45206,0.091512,0.149546,0.146165,0.0420235,1562.0,1596.0,12.3156387,13413.1468531,116.9,1.0,17.194,0.057,0.05,0.492,0.026,0.02,0.05306,0.161,0.23,0.164,5328.0,0.002,0.421,0.34,0.108,0.655,0.007,0.01,0.066,0.008,0.024,0.439,0.002,0.002,0.003,0.795,0.0007,0.414,0.106,0.78,0.006,0.013,0.067,0.009,0.018,0.552,0.003,0.038,,47.3,1.9,28.4,0.48,2.1,,,54.4,0.6,10.2,0.19,2.1,
г683863<9??,6.0,43.2166667,22.6666667,43.2166667,2.7520408,0.38715,0.077004,0.113411,0.147866,0.0412497,1569.0,1597.0,12.9770035,12862.0588235,116.5,1.0,18.622,,0.05,0.416,,0.02,0.052083,0.179,0.173,0.138,4859.0,0.002,0.469,0.358,0.101,0.704,0.006,0.012,0.076,0.011,0.023,0.459,0.002,0.003,0.004,0.767,0.0002,0.422,0.102,0.801,0.006,0.015,0.077,0.013,0.02,0.572,0.003,0.039,,55.2,1.0,16.7,0.11,2.4,,,54.0,0.4,8.7,0.15,2.2,
г683863<:;?,14.0,54.0166667,28.9833333,51.5166667,3.2859002,0.451185,0.133668,0.17883,0.187212,0.0406201,1612.0,1638.0,10.7737949,13683.7262795,113.5,1.0,18.501,0.173,0.143,0.402,0.039,0.02,0.051288,0.218,0.266,0.237,6610.0,0.001,0.417,0.311,0.101,0.633,0.007,0.012,0.066,0.009,0.025,0.399,0.001,0.002,0.003,0.762,0.0003,0.421,0.101,0.789,0.006,0.013,0.066,0.01,0.018,0.563,0.003,0.038,,51.8,0.6,10.0,0.21,2.0,,,54.8,0.7,8.8,0.22,2.1,
г683863<:<7,30.0,47.0333333,27.7,47.0333333,3.5941284,0.489815,0.140436,0.173985,0.204871,0.0408205,1550.0,1606.0,20.0514944,13836.8231047,115.3,1.0,30.935,0.104,0.05,0.529,0.037,0.02,0.051541,0.247,0.258,0.249,6388.0,0.002,0.372,0.305,0.107,0.632,0.007,0.012,0.069,0.008,0.023,0.399,0.001,0.003,0.003,0.781,0.0003,0.421,0.109,0.797,0.006,0.013,0.069,0.009,0.016,0.562,0.003,0.038,,53.1,0.8,10.1,0.64,2.2,,,52.1,0.4,8.1,0.13,2.2,
г683863<:<9,24.0,43.7,27.35,43.7,3.8202194,0.468895,0.090804,0.104805,0.192576,0.0422524,1558.0,1617.0,13.7617119,13891.0420475,116.6,1.0,20.008,0.284,0.05,0.515,0.038,0.02,0.053349,0.255,0.153,0.161,6332.0,0.002,0.404,0.345,0.105,0.705,0.008,0.011,0.07,0.01,0.022,0.413,0.001,0.002,0.005,0.765,0.0007,0.417,0.104,0.798,0.007,0.014,0.069,0.012,0.016,0.551,0.003,0.038,,54.0,0.7,11.5,0.38,2.5,,,45.9,1.0,17.2,0.24,2.5,
г683863<:<:,13.0,43.35,24.3333333,43.35,2.7266928,0.46733,0.115056,0.199215,0.189114,0.0422524,1565.0,1592.0,18.5951557,12903.2876712,117.3,1.0,26.87,0.156,0.05,0.505,0.037,0.02,0.053349,0.213,0.297,0.204,5233.0,0.002,0.416,0.324,0.097,0.613,0.008,0.011,0.084,0.008,0.022,0.418,0.001,0.002,0.003,0.767,0.0002,0.419,0.097,0.795,0.007,0.014,0.083,0.009,0.015,0.567,0.003,0.038,,49.2,1.3,14.3,0.33,2.0,,,56.0,0.5,8.1,0.15,2.1,
г683863<:<;,8.0,48.7,25.8833333,48.7,,0.47756,0.0846,0.099705,0.141794,0.0417368,1567.0,1588.0,14.6556468,11945.1384417,116.9,1.0,23.791,0.095,0.05,0.527,0.036,0.02,0.052698,0.179,0.147,0.15,5153.0,0.002,0.389,0.348,0.099,0.698,0.007,0.009,0.075,0.01,0.022,0.466,0.002,0.002,0.003,0.767,0.0005,0.418,0.097,0.791,0.006,0.013,0.074,0.01,0.014,0.566,0.003,0.038,,51.6,1.1,11.9,0.25,2.2,,,54.7,0.9,14.5,0.28,2.3,
г683863<:<<,17.0,45.3333333,22.35,45.3333333,,0.49708,0.120696,0.19164,0.230828,0.0416798,1583.0,1596.0,19.7408006,12351.6778523,116.8,1.0,29.178,0.285,0.05,0.541,0.036,0.02,0.052626,0.28,0.284,0.214,4601.0,0.001,0.382,0.323,0.102,0.625,0.007,0.01,0.071,0.008,0.025,0.393,0.001,0.002,0.003,0.771,0.0002,0.419,0.101,0.792,0.005,0.013,0.071,0.009,0.016,0.566,0.002,0.037,,47.8,1.1,15.4,0.51,1.9,,,56.6,0.5,9.0,0.17,2.1,
г683863<:<=,15.0,45.1833333,24.4166667,45.1833333,,0.397755,0.134796,0.184185,0.191823,0.040849,1568.0,1585.0,14.3853928,12470.9897611,116.2,1.0,21.666,0.222,0.05,0.416,0.036,0.02,0.051577,0.223,0.274,0.239,5075.0,0.001,0.462,0.31,0.096,0.626,0.008,0.012,0.074,0.008,0.021,0.415,0.001,0.002,0.003,0.787,0.0002,0.42,0.097,0.794,0.007,0.013,0.074,0.009,0.014,0.568,0.003,0.038,,49.7,1.7,13.3,0.6,1.9,,,55.5,0.5,8.4,0.16,2.1,
г683863<:<>,10.0,52.05,22.8,52.05,2.889172,0.46416,0.102648,0.15621,0.173674,0.0422809,1568.0,1602.0,15.0230548,13765.7894737,117.6,1.0,26.065,,0.0500001,0.505,0.068,0.02,0.053385,0.206,0.2319999999999999,0.182,5231.0,0.002,0.418,0.332,0.108,0.658,0.007,0.011,0.082,0.008,0.032,0.452,0.002,0.002,0.003,0.775,0.0003,0.413,0.107,0.778,0.006,0.013,0.082,0.009,0.019,0.543,0.003,0.037,,56.8,1.2,15.1,0.22,2.6,,,54.3,0.9,14.4,0.25,2.3,
г683863<:<?,11.0,48.5333333,22.8333333,48.5333333,2.529202,0.4822,0.113928,0.1611,0.186633,0.0427222,1593.0,1603.0,14.5164087,13159.7080292,117.7,1.0,23.444,0.116,0.05,0.525,0.038,0.02,0.053711,0.224,0.239,0.202,5008.0,0.002,0.411,0.328,0.097,0.647,0.008,0.011,0.076,0.009,0.026,0.414,0.001,0.002,0.003,0.766,0.0005,0.42,0.099,0.789,0.007,0.012,0.077,0.01,0.015,0.552,0.003,0.038,,53.6,0.5,15.3,0.21,2.2,,,48.9,0.7,12.8,0.22,2.2,
г683863<:=6,12.0,45.35,22.7,45.35,3.3271028,0.476995,0.105468,0.16323,0.107725,0.0409685,1579.0,1608.0,11.5475193,13992.9515419,113.4,1.0,17.456,,0.05,0.52,,0.02,0.051468,0.102,0.245,0.187,5294.0,0.002,0.415,0.332,0.105,0.647,0.008,0.01,0.08,0.006,0.028,0.468,0.002,0.002,0.003,0.778,0.0001,0.418,0.105,0.785,0.007,0.012,0.08,0.007,0.024,0.557,0.003,0.037,,57.8,1.2,9.9,0.2,2.6,,,53.2,0.5,11.8,0.23,2.4,
г683863<:=7,10.0,47.8666667,22.1666667,47.8666667,,0.4413,0.099264,0.19389,0.185813,0.0437617,1590.0,1603.0,11.8466574,13309.1729323,120.1,1.0,18.902,0.111,0.05,0.476,0.028,0.02,0.054977,0.21,0.289,0.176,4917.0,0.002,0.44,0.34,0.103,0.631,0.007,0.012,0.081,0.008,0.025,0.417,0.001,0.002,0.003,0.766,0.0002,0.416,0.104,0.79,0.006,0.013,0.081,0.008,0.02,0.548,0.003,0.037,,50.8,0.7,12.6,0.23,2.0,,,54.8,0.5,14.6,0.25,2.4,
г683863<:=8,14.0,47.3666667,21.85,47.3666667,,0.440885,0.082908,0.128055,0.176318,0.0403644,1596.0,1596.0,7.2872105,13403.2036613,116.1,1.0,11.364,0.055,0.05,0.481,0.084,0.02,0.050709,0.221,0.189,0.147,4881.0,0.002,0.421,0.354,0.102,0.683,0.007,0.012,0.076,0.008,0.023,0.424,0.002,0.003,0.003,0.773,0.0005,0.419,0.104,0.787,0.007,0.013,0.077,0.009,0.02,0.564,0.004,0.037,,54.0,0.3,11.7,0.14,2.1,,,53.2,1.0,12.3,0.3,2.1,
г683863<:=9,15.0,48.5666667,20.75,48.5666667,,0.455875,0.108852,0.173295,0.203394,0.0416889,1602.0,1590.0,13.1463733,13477.5903614,117.4,1.0,21.246,0.222,0.05,0.493,0.037,0.02,0.052373,0.245,0.257,0.193,4661.0,0.001,0.445,0.332,0.101,0.64,0.008,0.011,0.078,0.007,0.022,0.405,0.001,0.003,0.003,0.758,0.0001,0.416,0.1,0.783,0.007,0.013,0.078,0.008,0.016,0.556,0.003,0.038,,48.8,1.5,15.7,0.48,1.9,,,56.0,0.5,9.1,0.2,2.1,
г683863<:=:,16.0,46.2,26.7166667,46.2,3.6300475,0.351645,0.0705,0.10377,0.118728,0.0416889,1568.0,1603.0,12.2409091,13926.1384903,117.8,1.0,18.851,0.048,0.05,0.374,0.038,0.02,0.052373,0.142,0.154,0.125,6201.0,0.002,0.49,0.361,0.101,0.698,0.008,0.011,0.073,0.007,0.023,0.469,0.002,0.003,0.003,0.747,0.0001,0.414,0.099,0.778,0.007,0.01,0.072,0.007,0.02,0.548,0.003,0.037,,46.3,2.6,6.1,0.44,2.5,,,55.6,0.7,8.5,0.2,2.1,
г683863<:=;,13.0,51.0666667,22.0833333,51.0666667,,0.485455,0.071628,0.13095,0.159468,0.0401049,1605.0,1600.0,10.4493738,13212.6792453,116.5,1.0,17.613,0.046,0.05,0.538,0.066,0.02,0.050383,0.194,0.194,0.127,4863.0,0.002,0.429,0.363,0.098,0.68,0.009,0.011,0.071,0.008,0.021,0.425,0.002,0.003,0.003,0.764,0.0003,0.421,0.1,0.79,0.008,0.012,0.072,0.008,0.017,0.554,0.003,0.038,,54.7,2.9,10.0,0.65,2.2,,,57.0,0.7,8.1,0.18,2.2,
г683863<:=<,21.0,49.7166667,20.55,49.7166667,,0.349195,0.058092,0.085845,0.16694,0.041833,1600.0,1597.0,11.3365063,13731.3868613,119.4,1.0,18.658,0.083,0.05,0.374,0.062,0.02,0.052554,0.223,0.125,0.103,4703.0,0.002,0.518,0.371,0.104,0.713,0.008,0.01,0.071,0.01,0.022,0.425,0.002,0.003,0.003,0.752,0.0004,0.414,0.101,0.781,0.007,0.011,0.07,0.01,0.014,0.55,0.003,0.038,,51.6,1.4,12.8,0.51,2.0,,,56.5,0.5,9.0,0.19,2.1,
