nplv,DT,ПРОФИЛЬ,t вып-обр,t обработка,t под током,t продувка,ПСН гр.,чист расход C,чист расход Cr,чист расход Mn,чист расход Si,чист расход V,температура первая,температура последняя,Ar (интенс.),эл. энергия (интенс.),произв жидкая сталь,произв количество обработок,произв  количество плавок,произв количество плавок (цел),расход газ Ar,сыпуч известь РП,сыпуч кокс пыль УСТК,сыпуч  кокс. мелочь КМ1,сыпуч  шпат плав.,ферспл CaC2,ферспл  FeV-80,ферспл  Mn5Si65Al0.5,ферспл SiMn18,ферспл  фх850А,эл. энергия,химсталь первый Al_1,химсталь первый C_1,химсталь первый Cr_1,химсталь первый Cu_1,химсталь первый Mn_1,химсталь первый Mo_1,химсталь первый N_1,химсталь первый Ni_1,химсталь первый P_1,химсталь первый S_1,химсталь первый Si_1,химсталь первый Ti_1,химсталь первый V_1,химсталь последний Al,химсталь последний C,химсталь последний Ca,химсталь последний Cr,химсталь последний Cu,химсталь последний Mn,химсталь последний Mo,химсталь последний N,химсталь последний Ni,химсталь последний P,химсталь последний S,химсталь последний Si,химсталь последний Ti,химсталь последний V,химшлак первый Al2O3_1,химшлак первый CaO_1,химшлак первый FeO_1,химшлак первый MgO_1,химшлак первый MnO_1,химшлак первый R_1,химшлак первый SiO2_1,химшлак последний Al2O3,химшлак последний CaO,химшлак последний FeO,химшлак последний MgO,химшлак последний MnO,химшлак последний R,химшлак последний SiO2
г683863<9<=,2070-06-27 05:33:00,Р65,33.0,43.5666667,19.05,43.5666667,2.8448276000000003,0.50544,0.129456,0.170571,0.201432,0.0402969,1571.0,1588.0,9.683091000000001,14217.322834600001,115.5,1.0,1.0,1.0,14.062000000000001,0.17600000000000002,0.05,0.55,0.035,0.02,0.050637,0.237,0.261,0.23199999999999998,4514.0,0.002,0.369,0.309,0.077,0.642,0.005,0.01,0.059000000000000004,0.008,0.02,0.406,0.002,0.003,0.003,0.785,0.0004,0.41700000000000004,0.077,0.795,0.005,0.013000000000000001,0.059000000000000004,0.01,0.016,0.5710000000000001,0.003,0.038,0.0,49.6,1.8,9.8,0.99,2.0,0.0,,53.6,0.7,11.3,0.2,2.0,
г683863<9<>,2070-06-27 06:29:00,Р65,30.0,48.8666667,22.033333300000002,48.8666667,2.7810651,0.42504,0.11383199999999999,0.16178399999999998,0.179481,0.0407282,1545.0,1588.0,11.9934516,14574.281391799997,115.2,1.0,1.0,1.0,19.535999999999998,0.11599999999999999,0.05,0.45399999999999996,0.049,0.02,0.051179,0.207,0.248,0.204,5352.0,0.001,0.433,0.325,0.095,0.6509999999999999,0.006999999999999999,0.01,0.071,0.008,0.021,0.419,0.001,0.002,0.003,0.769,0.0002,0.41700000000000004,0.092,0.7909999999999999,0.006,0.013000000000000001,0.071,0.009000000000000001,0.015,0.565,0.003,0.038,0.0,50.2,1.4,17.1,0.59,1.9,0.0,,53.8,0.9,10.5,0.18,2.0,
г683863<9=8,2070-06-27 10:13:00,Р65,42.0,48.8833333,28.7,48.8833333,3.6499437999999995,0.4537,0.09486,0.16095399999999999,0.197467,0.041002699999999996,1528.0,1598.0,14.218342999999999,14299.651567899999,116.0,1.0,1.0,1.0,23.168000000000003,0.188,0.05,0.493,0.059000000000000004,0.02,0.051829999999999994,0.235,0.24600000000000002,0.17,6840.0,0.001,0.396,0.34,0.115,0.638,0.009000000000000001,0.011000000000000001,0.077,0.009000000000000001,0.025,0.406,0.001,0.002,0.003,0.757,0.0006,0.418,0.114,0.7859999999999999,0.006999999999999999,0.013000000000000001,0.077,0.011000000000000001,0.019,0.542,0.002,0.038,0.0,45.3,2.0,11.7,0.79,1.6,0.0,,55.1,0.6,10.5,0.2,2.1,
г683863<9=:,2070-06-27 12:08:00,Р65,16.0,57.55,21.1833333,57.55,,0.344385,0.10769400000000001,0.149547,0.172188,0.0415755,1581.0,1582.0,10.5750655,12536.270653,116.3,1.0,1.0,1.0,20.169,0.14,0.462,,0.083,0.02,0.052554,0.201,0.22899999999999998,0.193,4426.0,0.002,0.488,0.32799999999999996,0.098,0.6509999999999999,0.006999999999999999,0.011000000000000001,0.068,0.009000000000000001,0.021,0.431,0.001,0.002,0.003,0.774,0.0005,0.414,0.09699999999999999,0.7809999999999999,0.006,0.012,0.068,0.011000000000000001,0.013000000000000001,0.562,0.003,0.038,0.0,46.0,0.9,13.2,0.52,2.1,0.0,,54.8,0.6,9.4,0.18,2.1,
г683863<9=<,2070-06-27 13:55:00,Р65,33.0,43.0166667,21.0,43.0166667,,0.42399499999999996,0.11997000000000001,0.202009,0.189322,0.0418041,1581.0,1578.0,10.9262301,12405.714285700002,116.7,1.0,1.0,1.0,15.667,0.083,0.05,0.45,0.06,0.02,0.052842999999999994,0.205,0.311,0.215,4342.0,0.002,0.44799999999999995,0.319,0.099,0.613,0.006,0.009000000000000001,0.063,0.008,0.021,0.41700000000000004,0.001,0.002,0.003,0.759,0.0004,0.41600000000000004,0.1,0.787,0.005,0.012,0.064,0.009000000000000001,0.016,0.574,0.003,0.038,0.0,54.1,0.2,14.1,0.19,2.0,0.0,,51.6,0.3,12.8,0.19,2.0,
г683863<9=>,2070-06-27 15:44:00,Р65,30.0,42.35,20.966666699999998,42.35,2.0,0.33564,0.11383199999999999,0.20407,0.195748,0.040974199999999995,1566.0,1592.0,12.810733500000001,12262.321144700001,115.1,1.0,1.0,1.0,17.903,0.152,0.05,0.342,0.057,0.02,0.05179400000000001,0.214,0.314,0.204,4285.0,0.001,0.508,0.324,0.105,0.602,0.006,0.011000000000000001,0.076,0.006999999999999999,0.021,0.40700000000000003,0.001,0.002,0.003,0.765,0.0002,0.42,0.106,0.7859999999999999,0.006,0.011000000000000001,0.075,0.008,0.013000000000000001,0.5710000000000001,0.003,0.037000000000000005,0.0,49.0,0.6,15.2,0.45,2.0,0.0,,47.7,0.6,12.9,0.17,2.3,
г683863<9>7,2070-06-27 18:36:00,Р65,25.0,52.05,28.2,52.05,3.1470449,0.42391999999999996,0.08816399999999999,0.173094,0.174807,0.0411459,1557.0,1606.0,10.2536023,13270.212765999999,115.7,1.0,1.0,1.0,17.79,0.301,0.05,0.457,0.059000000000000004,0.02,0.052011,0.195,0.266,0.158,6237.0,0.002,0.41200000000000003,0.34299999999999997,0.099,0.631,0.006999999999999999,0.009000000000000001,0.069,0.01,0.027000000000000003,0.45299999999999996,0.002,0.002,0.003,0.7559999999999999,0.0002,0.41700000000000004,0.09699999999999999,0.7809999999999999,0.006,0.012,0.069,0.011000000000000001,0.018000000000000002,0.5529999999999999,0.003,0.038,0.0,52.8,0.4,11.7,0.18,2.2,0.0,,48.5,1.0,11.3,0.18,2.2,
г683863<9>9,2070-06-27 20:36:00,Р65,19.0,41.35,17.35,41.35,2.0,0.458675,0.08091,0.180203,0.180029,0.041775599999999996,1606.0,1584.0,9.185731599999999,12145.2449568,114.7,1.0,1.0,1.0,12.661,,0.05,0.501,0.069,0.02,0.05280700000000001,0.2,0.27699999999999997,0.145,3512.0,0.002,0.413,0.348,0.10800000000000001,0.639,0.009000000000000001,0.01,0.085,0.008,0.026000000000000002,0.43,0.001,0.002,0.003,0.774,0.0004,0.415,0.11,0.7909999999999999,0.008,0.011000000000000001,0.086,0.01,0.019,0.586,0.003,0.038,0.0,48.0,0.4,13.3,0.15,2.1,0.0,,56.8,0.6,8.0,0.1,2.1,
г683863<9>:,2070-06-27 21:29:00,Р65,16.0,41.033333299999995,19.6833333,40.8666667,2.9244265,0.4354,0.095976,0.16406600000000002,0.11700799999999999,0.041289099999999995,1574.0,1586.0,11.6045677,13497.7138019,115.6,1.0,1.0,1.0,15.808,,0.05,0.47,0.085,0.02,0.052191999999999995,0.11,0.254,0.172,4428.0,0.002,0.414,0.336,0.105,0.64,0.008,0.008,0.076,0.009000000000000001,0.023,0.45,0.002,0.002,0.003,0.7609999999999999,0.0003,0.418,0.10400000000000001,0.789,0.006999999999999999,0.009000000000000001,0.076,0.01,0.016,0.5670000000000001,0.003,0.038,0.0,54.7,0.4,13.7,0.33,2.3,0.0,,57.9,0.2,7.5,0.08,2.2,
г683863<9>;,2070-06-27 22:23:00,Р65,15.0,40.5166667,19.0,40.5166667,2.5622397,0.39547,0.08035199999999999,0.128457,0.088278,0.0396294,1578.0,1590.0,6.3618264,13013.6842105,113.0,1.0,1.0,1.0,8.592,,0.05,0.425,0.066,0.02,0.050094,0.081,0.19899999999999998,0.14400000000000002,4121.0,0.002,0.47100000000000003,0.34700000000000003,0.11,0.682,0.009000000000000001,0.009000000000000001,0.07400000000000001,0.009000000000000001,0.025,0.488,0.002,0.002,0.003,0.775,0.0001,0.413,0.107,0.789,0.008,0.01,0.073,0.009000000000000001,0.016,0.57,0.003,0.038,0.0,48.3,0.8,10.4,0.11,2.2,0.0,,52.7,0.6,8.0,0.09,2.2,
г683863<9><,2070-06-27 23:15:00,Р65,14.0,49.2,23.8833333,49.2,2.6005761,0.45125,0.091512,0.149018,0.12455,0.0418326,1574.0,1599.0,8.2850238,13196.6503838,117.4,1.0,1.0,1.0,13.523,0.092,0.05,0.491,0.048,0.02,0.052878999999999995,0.128,0.23,0.16399999999999998,5253.0,0.002,0.435,0.341,0.113,0.657,0.008,0.009000000000000001,0.073,0.008,0.023,0.457,0.001,0.002,0.003,0.762,0.0001,0.414,0.11199999999999999,0.784,0.006999999999999999,0.01,0.073,0.009000000000000001,0.016,0.557,0.003,0.037000000000000005,0.0,52.7,0.5,14.6,0.25,2.1,0.0,,52.3,0.6,13.2,0.16,2.1,
г683863<9>=,2070-06-28 00:11:00,Р65,21.0,42.533333299999995,20.466666699999998,42.533333299999995,2.6632265,0.42982,0.102672,0.16124000000000002,0.157211,0.040716300000000004,1588.0,1590.0,12.006597300000001,12904.8859935,114.5,1.0,1.0,1.0,16.986,0.145,0.05,0.462,0.069,0.02,0.05146799999999999,0.17300000000000001,0.248,0.184,4402.0,0.002,0.449,0.33,0.105,0.657,0.006999999999999999,0.01,0.073,0.006,0.027000000000000003,0.451,0.002,0.002,0.003,0.764,0.0001,0.415,0.107,0.7859999999999999,0.006999999999999999,0.012,0.075,0.006999999999999999,0.02,0.557,0.002,0.036000000000000004,0.0,51.1,0.8,19.4,0.26,2.0,0.0,,53.5,1.0,14.3,0.2,2.1,
г683863<9>>,2070-06-28 01:18:00,Р65,7.0,45.05,22.2,45.05,2.3835740000000003,0.40014,0.090396,0.12595,0.115558,0.040373,1578.0,1593.0,10.991121000000001,12972.972973,115.6,1.0,1.0,1.0,16.505,,0.05,0.429,0.083,0.02,0.051033999999999996,0.124,0.19399999999999998,0.162,4800.0,0.002,0.47200000000000003,0.341,0.098,0.6859999999999999,0.006,0.009000000000000001,0.068,0.008,0.025,0.469,0.002,0.003,0.003,0.77,0.0003,0.414,0.09699999999999999,0.789,0.005,0.011000000000000001,0.068,0.009000000000000001,0.02,0.569,0.003,0.037000000000000005,0.0,53.3,0.6,15.1,0.21,2.5,0.0,,57.2,0.8,9.9,0.13,2.2,
г683863<9>?,2070-06-28 02:12:00,Р65,9.0,43.55,17.5,43.55,2.4948855,0.377825,0.060822,0.100678,0.120268,0.04069419999999999,1586.0,1593.0,7.587830099999999,13292.5714286,114.8,1.0,1.0,1.0,11.015,,0.05,0.408,0.09300000000000001,0.02,0.051432000000000005,0.142,0.154,0.109,3877.0,0.002,0.466,0.365,0.113,0.706,0.006999999999999999,0.008,0.073,0.011000000000000001,0.025,0.46799999999999997,0.002,0.002,0.003,0.76,0.0002,0.413,0.113,0.784,0.006999999999999999,0.009000000000000001,0.07200000000000001,0.011000000000000001,0.017,0.568,0.003,0.037000000000000005,0.0,51.3,0.7,12.7,0.11,2.6,0.0,,58.1,0.6,7.1,0.11,2.3,
г683863<9?6,2070-06-28 03:03:00,Р65,11.0,47.5666667,20.75,47.5666667,2.6746114,0.41153999999999996,0.10044,0.15691,0.135844,0.04124969999999999,1585.0,1597.0,8.1737338,13003.373494,115.4,1.0,1.0,1.0,12.776,0.047,0.05,0.44,0.057,0.02,0.052083000000000004,0.142,0.242,0.18,4497.0,0.002,0.45899999999999996,0.33,0.1,0.657,0.006999999999999999,0.01,0.069,0.006999999999999999,0.024,0.462,0.002,0.002,0.003,0.769,0.0002,0.41200000000000003,0.099,0.785,0.006,0.01,0.069,0.008,0.018000000000000002,0.568,0.003,0.038,0.0,44.8,1.2,12.0,0.09,2.6,0.0,,56.3,1.0,7.4,0.16,2.1,
г683863<9?7,2070-06-28 03:58:00,Р65,14.0,41.716666700000005,18.35,41.55,2.5063636000000002,0.460225,0.10546199999999999,0.18753499999999998,0.168398,0.0414509,1596.0,1581.0,7.2787004,13010.3542234,116.1,1.0,1.0,1.0,10.081,,0.05,0.498,0.036000000000000004,0.02,0.052337,0.179,0.289,0.18899999999999997,3979.0,0.002,0.42700000000000005,0.327,0.11,0.627,0.01,0.011000000000000001,0.08,0.008,0.026000000000000002,0.429,0.001,0.002,0.003,0.7609999999999999,0.0001,0.41200000000000003,0.111,0.7879999999999999,0.009000000000000001,0.01,0.081,0.009000000000000001,0.019,0.564,0.003,0.037000000000000005,0.0,55.4,0.3,15.2,0.16,2.1,0.0,,50.6,0.4,11.4,0.12,2.1,
г683863<9?8,2070-06-28 04:50:00,Р65,14.0,45.85,19.3666667,45.85,2.7134417,0.46151000000000003,0.091512,0.166927,0.156184,0.0401615,1594.0,1587.0,10.3118866,13095.697074,116.0,1.0,1.0,1.0,15.76,0.121,0.05,0.503,0.081,0.02,0.050709,0.16899999999999998,0.257,0.16399999999999998,4227.0,0.003,0.451,0.33899999999999997,0.105,0.664,0.008,0.013000000000000001,0.075,0.008,0.027999999999999997,0.483,0.003,0.003,0.003,0.789,0.0001,0.413,0.105,0.7879999999999999,0.006,0.013000000000000001,0.075,0.009000000000000001,0.015,0.563,0.003,0.036000000000000004,0.0,50.9,0.9,19.7,0.54,2.1,0.0,,52.1,0.8,14.5,0.2,2.1,
г683863<9?9,2070-06-28 05:47:00,Р65,12.0,48.3833333,19.1333333,48.3833333,2.0,0.42501000000000005,0.07254,0.154051,0.148714,0.0403904,1584.0,1596.0,9.6231485,13481.184669,114.4,1.0,1.0,1.0,15.52,0.057999999999999996,0.05,0.462,0.038,0.02,0.050998,0.163,0.237,0.13,4299.0,0.002,0.456,0.353,0.115,0.6559999999999999,0.01,0.013000000000000001,0.079,0.008,0.025,0.45,0.002,0.002,0.003,0.775,0.0002,0.413,0.115,0.79,0.009000000000000001,0.013999999999999999,0.079,0.009000000000000001,0.017,0.565,0.003,0.037000000000000005,0.0,50.8,0.6,15.8,0.34,2.2,0.0,,54.6,0.6,14.0,0.23,2.4,
г683863<9?:,2070-06-28 06:39:00,Р65,17.0,43.35,21.0166667,43.35,2.5611791,0.40287,0.063612,0.11095,0.125065,0.0413361,1594.0,1582.0,8.4833879,13003.9651071,115.9,1.0,1.0,1.0,12.242,,0.05,0.43799999999999994,0.071,0.02,0.052191999999999995,0.145,0.17,0.114,4555.0,0.002,0.483,0.363,0.107,0.69,0.006999999999999999,0.012,0.07200000000000001,0.009000000000000001,0.021,0.45799999999999996,0.002,0.002,0.003,0.76,0.0002,0.41700000000000004,0.109,0.7909999999999999,0.006999999999999999,0.013000000000000001,0.07200000000000001,0.01,0.017,0.568,0.003,0.038,0.0,55.2,0.4,16.6,0.3,2.2,0.0,,57.2,0.6,9.7,0.12,2.2,
г683863<9?;,2070-06-28 07:34:00,Р65,13.0,48.0166667,18.65,48.0166667,2.2940497000000004,0.47001000000000004,0.056915999999999994,0.062689,0.098035,0.0404767,1596.0,1604.0,8.1259285,13064.8793566,114.1,1.0,1.0,1.0,13.005999999999998,0.058,0.05,0.524,0.07400000000000001,0.02,0.051107,0.124,0.095,0.102,4061.0,0.002,0.38799999999999996,0.37,0.109,0.747,0.009000000000000001,0.013000000000000001,0.071,0.012,0.022000000000000002,0.48100000000000004,0.002,0.003,0.003,0.7659999999999999,0.0002,0.418,0.11,0.804,0.008,0.013000000000000001,0.07200000000000001,0.013000000000000001,0.016,0.565,0.003,0.038,0.0,55.3,0.6,15.8,0.16,2.4,0.0,,56.3,0.5,11.3,0.18,2.1,
г683863<9?<,2070-06-28 08:27:00,Р65,20.0,41.0166667,19.9166667,41.0166667,2.7446808999999996,0.42198,0.087048,0.141718,0.137491,0.0418231,1581.0,1597.0,10.375782199999998,13451.046025100002,117.1,1.0,1.0,1.0,14.186,0.07200000000000001,0.05,0.456,0.038,0.02,0.05280700000000001,0.151,0.218,0.156,4465.0,0.002,0.44,0.345,0.10300000000000001,0.67,0.008,0.013000000000000001,0.07,0.009000000000000001,0.021,0.457,0.001,0.002,0.003,0.746,0.0004,0.418,0.10400000000000001,0.8,0.008,0.013000000000000001,0.07,0.009000000000000001,0.017,0.5660000000000001,0.003,0.037000000000000005,0.0,53.0,0.6,14.2,0.35,2.2,0.0,,53.7,0.6,12.9,0.18,2.1,
г683863<9?=,2070-06-28 09:20:00,Р65,29.0,44.0666667,27.5333333,44.0666667,3.8833181000000003,0.38591,0.090396,0.163348,0.139579,0.0403904,1562.0,1617.0,10.0620272,13523.9709443,112.9,1.0,1.0,1.0,14.78,0.16399999999999998,0.05,0.41,0.032,0.02,0.050998,0.145,0.252,0.162,6206.0,0.002,0.473,0.34299999999999997,0.11199999999999999,0.655,0.009000000000000001,0.012,0.073,0.008,0.022000000000000002,0.45399999999999996,0.001,0.002,0.003,0.772,0.0002,0.418,0.111,0.799,0.008,0.013999999999999999,0.07200000000000001,0.009000000000000001,0.017,0.557,0.003,0.038,0.0,55.0,0.9,14.3,0.28,2.2,0.0,,54.7,0.7,11.1,0.21,2.1,
г683863<9??,2070-06-28 11:41:00,Р65,6.0,43.216666700000005,22.6666667,43.216666700000005,2.7520408,0.38715,0.077004,0.11341099999999998,0.147866,0.04124969999999999,1569.0,1597.0,12.9770035,12862.0588235,116.5,1.0,1.0,1.0,18.622,,0.05,0.41600000000000004,,0.02,0.052083000000000004,0.179,0.17300000000000001,0.138,4859.0,0.002,0.469,0.358,0.10099999999999999,0.7040000000000001,0.006,0.012,0.076,0.011000000000000001,0.023,0.45899999999999996,0.002,0.003,0.004,0.767,0.0002,0.42200000000000004,0.102,0.8009999999999999,0.006,0.015,0.077,0.013000000000000001,0.02,0.5720000000000001,0.003,0.039,0.0,55.2,1.0,16.7,0.11,2.4,0.0,,54.0,0.4,8.7,0.15,2.2,
г683863<:<7,2070-07-01 12:52:00,Р65,30.0,47.033333299999995,27.7,47.033333299999995,3.5941284,0.48981499999999994,0.14043599999999998,0.173985,0.204871,0.040820499999999996,1550.0,1606.0,20.0514944,13836.823104700003,115.3,1.0,1.0,1.0,30.935,0.10400000000000001,0.05,0.529,0.037000000000000005,0.02,0.051541,0.247,0.258,0.249,6388.0,0.002,0.37200000000000005,0.305,0.107,0.632,0.006999999999999999,0.012,0.069,0.008,0.023,0.39899999999999997,0.001,0.003,0.003,0.7809999999999999,0.0003,0.42100000000000004,0.109,0.797,0.006,0.013000000000000001,0.069,0.009000000000000001,0.016,0.562,0.003,0.038,0.0,53.1,0.8,10.1,0.64,2.2,0.0,,52.1,0.4,8.1,0.13,2.2,
г683863<:<:,2070-07-01 15:52:00,Р65,13.0,43.35,24.3333333,43.35,2.7266928,0.46733,0.11505599999999999,0.199215,0.189114,0.0422524,1565.0,1592.0,18.5951557,12903.287671200002,117.3,1.0,1.0,1.0,26.87,0.156,0.05,0.505,0.037000000000000005,0.02,0.053349,0.213,0.297,0.204,5233.0,0.002,0.41600000000000004,0.324,0.09699999999999999,0.613,0.008,0.011000000000000001,0.084,0.008,0.022000000000000002,0.418,0.001,0.002,0.003,0.767,0.0002,0.419,0.09699999999999999,0.795,0.006999999999999999,0.013999999999999999,0.083,0.009000000000000001,0.015,0.5670000000000001,0.003,0.038,0.0,49.2,1.3,14.3,0.33,2.0,0.0,,56.0,0.5,8.1,0.15,2.1,
г683863<:<;,2070-07-01 16:49:00,Р65,8.0,48.7,25.8833333,48.7,,0.47756000000000004,0.0846,0.099705,0.141794,0.041736800000000004,1567.0,1588.0,14.6556468,11945.1384417,116.9,1.0,1.0,1.0,23.791,0.095,0.05,0.527,0.036000000000000004,0.02,0.052698,0.179,0.147,0.15,5153.0,0.002,0.389,0.348,0.099,0.698,0.006999999999999999,0.009000000000000001,0.075,0.01,0.022000000000000002,0.466,0.002,0.002,0.003,0.767,0.0005,0.418,0.09699999999999999,0.7909999999999999,0.006,0.013000000000000001,0.07400000000000001,0.01,0.013999999999999999,0.5660000000000001,0.003,0.038,0.0,51.6,1.1,11.9,0.25,2.2,0.0,,54.7,0.9,14.5,0.28,2.3,
г683863<:<<,2070-07-01 17:41:00,Р65,17.0,45.3333333,22.35,45.3333333,,0.49708,0.120696,0.19164,0.23082800000000003,0.0416798,1583.0,1596.0,19.740800600000004,12351.6778523,116.8,1.0,1.0,1.0,29.178,0.285,0.05,0.541,0.036000000000000004,0.02,0.052626,0.28,0.284,0.214,4601.0,0.001,0.382,0.32299999999999995,0.102,0.625,0.006999999999999999,0.01,0.071,0.008,0.025,0.39299999999999996,0.001,0.002,0.003,0.7709999999999999,0.0002,0.419,0.10099999999999999,0.792,0.005,0.013000000000000001,0.071,0.009000000000000001,0.016,0.5660000000000001,0.002,0.037000000000000005,0.0,47.8,1.1,15.4,0.51,1.9,0.0,,56.6,0.5,9.0,0.17,2.1,
г683863<:<=,2070-07-01 18:34:00,Р65,15.0,45.1833333,24.4166667,45.1833333,,0.397755,0.134796,0.184185,0.191823,0.040849,1568.0,1585.0,14.385392800000002,12470.9897611,116.2,1.0,1.0,1.0,21.666,0.222,0.05,0.41600000000000004,0.036000000000000004,0.02,0.051577,0.223,0.27399999999999997,0.239,5075.0,0.001,0.462,0.31,0.096,0.626,0.008,0.012,0.07400000000000001,0.008,0.021,0.415,0.001,0.002,0.003,0.787,0.0002,0.42,0.09699999999999999,0.794,0.006999999999999999,0.013000000000000001,0.07400000000000001,0.009000000000000001,0.013999999999999999,0.568,0.003,0.038,0.0,49.7,1.7,13.3,0.6,1.9,0.0,,55.5,0.5,8.4,0.16,2.1,
г683863<:<>,2070-07-01 19:34:00,Р65,10.0,52.05,22.8,52.05,2.8891720000000003,0.46416,0.102648,0.15621,0.173674,0.0422809,1568.0,1602.0,15.0230548,13765.789473700002,117.6,1.0,1.0,1.0,26.065,,0.050000100000000006,0.505,0.068,0.02,0.053385,0.206,0.232,0.182,5231.0,0.002,0.418,0.332,0.10800000000000001,0.6579999999999999,0.006999999999999999,0.011000000000000001,0.08199999999999999,0.008,0.032,0.452,0.002,0.002,0.003,0.775,0.0003,0.413,0.107,0.778,0.006,0.013000000000000001,0.08199999999999999,0.009000000000000001,0.019,0.5429999999999999,0.003,0.037000000000000005,0.0,56.8,1.2,15.1,0.22,2.6,0.0,,54.3,0.9,14.4,0.25,2.3,
г683863<:<?,2070-07-01 20:33:00,Р65,11.0,48.533333299999995,22.8333333,48.533333299999995,2.529202,0.4822,0.113928,0.1611,0.186633,0.042722199999999995,1593.0,1603.0,14.5164087,13159.708029200001,117.7,1.0,1.0,1.0,23.444000000000003,0.11599999999999999,0.05,0.525,0.038,0.02,0.053711,0.22399999999999998,0.239,0.20199999999999999,5008.0,0.002,0.41100000000000003,0.32799999999999996,0.09699999999999999,0.647,0.008,0.011000000000000001,0.076,0.009000000000000001,0.026000000000000002,0.414,0.001,0.002,0.003,0.7659999999999999,0.0005,0.42,0.099,0.789,0.006999999999999999,0.012,0.077,0.01,0.015,0.552,0.003,0.038,0.0,53.6,0.5,15.3,0.21,2.2,0.0,,48.9,0.7,12.8,0.22,2.2,
г683863<:=6,2070-07-01 21:40:00,Р65,12.0,45.35,22.7,45.35,3.3271028,0.476995,0.105468,0.16323,0.107725,0.0409685,1579.0,1608.0,11.547519300000001,13992.9515419,113.4,1.0,1.0,1.0,17.456,,0.05,0.52,,0.02,0.05146799999999999,0.102,0.245,0.187,5294.0,0.002,0.415,0.332,0.105,0.647,0.008,0.01,0.08,0.006,0.027999999999999997,0.46799999999999997,0.002,0.002,0.003,0.778,0.0001,0.418,0.105,0.785,0.006999999999999999,0.012,0.08,0.006999999999999999,0.024,0.557,0.003,0.037000000000000005,0.0,57.8,1.2,9.9,0.2,2.6,0.0,,53.2,0.5,11.8,0.23,2.4,
г683863<:=8,2070-07-01 23:35:00,Р65,14.0,47.3666667,21.85,47.3666667,,0.440885,0.08290800000000001,0.128055,0.176318,0.0403644,1596.0,1596.0,7.2872105,13403.203661299998,116.1,1.0,1.0,1.0,11.364,0.055,0.05,0.48100000000000004,0.084,0.02,0.050709,0.221,0.18899999999999997,0.147,4881.0,0.002,0.42100000000000004,0.354,0.102,0.6829999999999999,0.006999999999999999,0.012,0.076,0.008,0.023,0.424,0.002,0.003,0.003,0.773,0.0005,0.419,0.10400000000000001,0.787,0.006999999999999999,0.013000000000000001,0.077,0.009000000000000001,0.02,0.564,0.004,0.037000000000000005,0.0,54.0,0.3,11.7,0.14,2.1,0.0,,53.2,1.0,12.3,0.3,2.1,
г683863<:=9,2070-07-02 00:30:00,Р65,15.0,48.5666667,20.75,48.5666667,,0.455875,0.108852,0.173295,0.20339400000000002,0.0416889,1602.0,1590.0,13.1463733,13477.5903614,117.4,1.0,1.0,1.0,21.246,0.222,0.05,0.493,0.037000000000000005,0.02,0.052373,0.245,0.257,0.193,4661.0,0.001,0.445,0.332,0.10099999999999999,0.64,0.008,0.011000000000000001,0.078,0.006999999999999999,0.022000000000000002,0.405,0.001,0.003,0.003,0.758,0.0001,0.41600000000000004,0.1,0.7829999999999999,0.006999999999999999,0.013000000000000001,0.078,0.008,0.016,0.556,0.003,0.038,0.0,48.8,1.5,15.7,0.48,1.9,0.0,,56.0,0.5,9.1,0.2,2.1,
г683863<:=:,2070-07-02 01:34:00,Р65,16.0,46.2,26.7166667,46.2,3.6300475,0.351645,0.0705,0.10377,0.118728,0.0416889,1568.0,1603.0,12.2409091,13926.1384903,117.8,1.0,1.0,1.0,18.851,0.048,0.05,0.374,0.038,0.02,0.052373,0.142,0.154,0.125,6201.0,0.002,0.49,0.361,0.10099999999999999,0.698,0.008,0.011000000000000001,0.073,0.006999999999999999,0.023,0.469,0.002,0.003,0.003,0.747,0.0001,0.414,0.099,0.778,0.006999999999999999,0.01,0.07200000000000001,0.006999999999999999,0.02,0.5479999999999999,0.003,0.037000000000000005,0.0,46.3,2.6,6.1,0.44,2.5,0.0,,55.6,0.7,8.5,0.2,2.1,
г683863<:=;,2070-07-02 02:30:00,Р65,13.0,51.0666667,22.0833333,51.0666667,,0.485455,0.071628,0.13095,0.159468,0.040104900000000006,1605.0,1600.0,10.449373800000002,13212.6792453,116.5,1.0,1.0,1.0,17.613,0.046,0.05,0.5379999999999999,0.066,0.02,0.050383,0.19399999999999998,0.19399999999999998,0.127,4863.0,0.002,0.429,0.363,0.098,0.68,0.009000000000000001,0.011000000000000001,0.071,0.008,0.021,0.425,0.002,0.003,0.003,0.764,0.0003,0.42100000000000004,0.1,0.79,0.008,0.012,0.07200000000000001,0.008,0.017,0.5539999999999999,0.003,0.038,0.0,54.7,2.9,10.0,0.65,2.2,0.0,,57.0,0.7,8.1,0.18,2.2,
