#,химшлак последний Al2O3,химшлак последний CaO,химшлак последний R,химшлак последний SiO2
521,4.6940001397,60.505346105,2.68,23.8463031477
522,4.9294381409,57.4493517017,2.15,23.7322976026
523,4.459396319,56.3368200503,2.41,24.2967341818
524,4.7567610944,59.496662252,2.65,24.1171272566
525,4.267238816,56.1161443875,2.19,24.7490040651
526,4.3870360364,56.3670473871,2.34,24.2084020637
527,5.4096379441,55.19927404,2.62,24.0171657591
528,4.0898778946,55.2328784808,2.13,24.8247951269
529,4.5459025981,57.9178350661,2.68,23.8990847608
530,4.5131703188,57.8368180843,2.55,23.6765464714
531,4.8628612125,58.6347611674,2.55,24.207337481
532,4.5566539525,57.9247297899,2.57,24.2426341242
533,4.6258654828,57.5526788766,2.53,23.4501255937
534,5.691245384,60.2950520134,2.56,25.6245184687
535,4.719651556,57.9958481263,2.65,23.9835433526
536,4.5835779727,57.4365217454,2.59,23.8976429398
537,4.5400060629,59.6336834682,2.53,24.3521586483
538,4.6754914167,57.4213565674,2.59,23.7146850443
539,4.5711200331,57.1235758633,2.68,24.0744167626
540,4.4386486665,56.5539776586,2.27,24.0979854562
541,4.5596613361,56.911411717,2.27,24.1361147124
542,4.8738841076,58.8707285842,2.68,23.7693999259
543,4.5771189408,57.8379584963,2.65,23.9257420298
544,4.6566249646,57.5183667524,2.67,23.6630963503
545,4.399359071,55.7841045105,2.1,24.4065371944
546,4.8612118442,56.669973739,2.4,23.2953764161
547,5.0099848018,58.4799183934,2.53,23.2718084498
548,4.4020688478,55.9779579846,2.11,24.2951195366
549,4.4939647845,55.8242257696,2.12,23.9901841171
550,4.4486934133,56.6422192913,2.39,24.6622118473
551,4.5384216387,57.8817971219,2.45,24.0811618847
552,4.5036972667,56.1079806668,2.09,23.5804522329
553,4.2400599943,56.058215844,2.1,24.4022733401
554,4.4869803342,57.4008419424,2.15,24.0291166835
555,4.4012852921,55.9075114338,2.65,24.2393566998
556,5.267920265,59.5851552066,2.58,23.4081013454
557,4.5951340249,58.4544263457,2.68,23.6757055699
558,4.6619580959,57.292821211,2.53,24.1290508338
559,4.2847184517,58.2066146441,2.55,24.5790664649
560,4.4497901418,59.279470461,2.58,24.3602259184
561,4.8330925067,60.1001546899,2.66,24.4496598458
562,4.4266982883,58.4448961855,2.68,23.7861360465
563,4.5021516357,58.7792248627,2.53,23.9350732675
564,4.4281573749,56.3066226026,2.39,24.5882945458
565,4.4340836079,58.1446666642,2.68,24.2973440567
566,4.4350713127,59.3170997922,2.46,24.2553542293
567,4.1867156048,56.832736594,2.53,24.7062435297
568,4.1932302802,58.1734747871,2.52,24.7313796005
569,4.4126823902,56.5141486769,2.41,23.5772308806
570,4.4825166639,57.3015059705,2.4,23.9046219514
571,4.4760353127,57.8218993514,2.53,23.852900481
572,4.4321458018,58.3797508682,2.66,24.5121179842
573,4.4512665029,58.7146653609,2.66,25.6730422942
574,4.4719718319,57.7382324038,2.68,23.9638120938
575,4.4026478356,57.3141850612,2.5,24.1503597919
576,4.6230933248,58.4986450424,2.48,24.0099706851
577,4.3409400276,58.7382659981,2.68,24.304236054
578,4.5731547843,59.1835481085,2.66,24.5456416498
579,4.3920637551,59.3327630312,2.59,24.5970366131
580,4.4914206436,57.1696461753,2.24,24.0620434597
581,4.468502919,55.7047925295,2.13,24.2081868139
582,4.3917364825,55.5673691299,2.09,24.3151619149
583,4.3148003996,56.9376053054,2.25,24.2086749504
584,4.6562007683,56.8266387188,2.23,23.650758542
585,4.6033840736,57.8357991417,2.46,24.2692791645
586,4.5202404531,58.8785121708,2.68,24.1149115522
587,4.6255233571,58.2991566909,2.48,23.796970682
588,4.4610684147,57.1691407412,2.66,24.6689838946
589,4.5424038177,59.0740132506,2.68,24.1775336036
590,4.8072184398,58.3771781135,2.68,23.4577421948
591,5.0810372688,60.0449629177,2.66,24.5107166062
592,4.5206014377,56.5465536839,2.55,23.959833393
593,4.7664740517,57.3682236076,2.59,23.4979901797
594,4.6762162873,58.6030331918,2.66,24.6206378621
595,4.5530261227,57.7007517154,2.68,24.1614775869
596,4.2948006468,58.7541839257,2.66,25.6292585272
597,4.7116433556,56.4233577648,2.46,23.3993696779
598,4.4119604235,57.4055810324,2.4,24.1796007402
599,4.6655104284,56.5457522092,2.66,24.3070854732
600,4.6560251784,57.7677796244,2.65,23.9260132721
601,4.3170827814,57.921433109,2.68,24.4559734102
602,4.293587981,58.0027839459,2.64,24.7898342547
603,4.3043698251,55.9417784908,2.34,24.070323472
604,4.2760255737,55.7256740054,2.33,24.4908438827
605,4.1082901742,56.4463803695,2.51,24.5211447763
606,4.6158342244,57.943446038,2.64,24.260603677
607,4.3059685141,56.2408191912,2.45,24.1993401385
608,4.2994632203,57.5587520144,2.39,24.5537505211
609,4.4580855174,56.0986263792,2.14,24.2478555625
610,4.3203642223,57.4442251689,2.36,24.2161542979
611,4.3360719959,55.2312513041,2.1,24.276303414
612,4.3461849458,57.3989230843,2.68,24.3297470995
613,4.429359307,56.3063233032,2.2,24.1670265301
614,4.7171297026,56.390823728,2.65,25.0939545284
615,4.2130932544,55.6488458443,2.09,24.8436069462
616,4.3300522642,57.9726076779,2.22,24.6995683077
617,4.0465503382,55.2310440525,2.2,23.8859663385
618,4.5481710476,56.5115153474,2.65,24.5286050001
619,4.1503856312,58.3909356278,2.54,24.2810387488
620,4.1010904872,59.5759597942,2.58,24.8319556487
621,4.209529523,57.6897917017,2.56,24.3079208975
622,4.3320993734,55.9076026409,2.36,24.4912683023
623,4.7657525338,56.7163379868,2.65,24.5498437428
624,4.4901454875,59.5770026802,2.68,24.5481785424
625,4.4972153185,57.5622998873,2.54,24.6574597142
626,4.5099843354,55.3897968956,2.36,24.8105640047
627,4.2903628594,56.6069180535,2.64,24.6283343532
628,4.110013721,58.0353653476,2.64,24.6783159463
629,4.1389531743,57.3620735785,2.28,24.3590877699
630,4.2738116524,57.6022196266,2.21,24.0670246096
631,4.1834318377,57.1480289468,2.27,24.5893116187
632,4.2048087573,56.596518982,2.33,24.2530194354
633,4.3866489858,57.2480155516,2.66,23.6376198079
634,4.6083124829,59.4773203095,2.28,24.1804535693
635,4.3132870182,58.3311689254,2.46,24.1452328692
636,4.3394179052,56.4845654697,2.36,24.2708078811
637,4.5414849094,57.3354717939,2.45,24.2116979194
638,4.2167547281,55.7580512978,2.43,25.0709200161
639,4.3903508351,56.6867268327,2.4,24.2725149806
640,4.3834806469,57.2857083414,2.39,23.8962604463
641,4.4637465827,56.5736010539,2.47,23.8949783137
642,4.7293734501,58.6789207652,2.39,23.3476217917
643,4.5060923946,57.6521300542,2.55,24.1720218823
644,4.4445236373,55.8973627704,2.11,24.2158425794
645,4.4424391247,56.277054699,2.21,23.863585986
646,4.5816249702,55.5906630641,2.09,23.3399953699
647,4.4554913424,55.8739349528,2.1,23.57286482
648,4.431360628,55.8759524146,2.4,24.0891507215
649,4.8777087995,58.1515928908,2.54,23.9273834024
650,4.6330797174,56.7063665867,2.38,23.3936541471
651,4.7442699848,55.9408111279,2.31,24.2789647878
652,4.7236777654,57.6683562384,2.68,23.9987322543
653,4.278956443,55.5736887516,2.1,24.411711221
654,4.6457664784,57.4438821628,2.65,23.8094088459
655,4.2007778596,56.3775967391,2.22,24.3419415523
656,4.2847740347,56.7406245708,2.09,23.9223055853
657,4.3375011148,57.6303067899,2.5,23.9971606356
658,4.5026212137,57.7440135847,2.68,24.3379606449
659,4.6577769311,59.1570788992,2.68,23.762412408
660,4.5788330197,57.4488634139,2.67,24.5502566543
661,4.1355868495,56.5928069226,2.19,24.551105473
662,4.7707696362,57.5633106475,2.5,23.0241493322
663,4.4504334098,60.3182115031,2.54,24.6835799348
664,4.5048708258,56.6016721731,2.45,23.6328895375
665,4.1524229722,57.6075769388,2.66,26.9040341716
666,4.6814871337,56.4312222448,2.65,24.2118631515
667,5.8625267883,63.7169238882,2.67,24.4022476749
668,4.4306887624,55.8489103753,2.26,23.6337367782
669,4.4884991905,56.0133816677,2.68,23.9635034411
670,4.5520910706,56.7627568815,2.44,24.0857360655
671,4.2306084114,56.3751294404,2.24,24.3259624167
672,4.1346029952,55.9752677342,2.14,24.8908865153
673,4.9687489581,58.9113712782,2.49,24.1858375568
674,4.4012076861,55.9770643442,2.18,23.7851354557
675,4.3825988438,55.9693371768,2.39,24.600962568
676,4.578307759,57.9747756187,2.66,23.7354752438
677,4.525462975,58.359010714,2.68,23.8701255929
678,4.6150831531,59.4540674127,2.68,24.4866580821
679,4.4450358903,56.7112572992,2.23,23.784618681
680,4.5068336078,57.1068435321,2.68,24.0674583803
681,4.64666357,59.1026885759,2.68,23.6510288414
682,4.4857463926,58.7800420892,2.68,23.5921910732
683,4.5987524899,57.961797603,2.68,24.0349960494
684,4.543879011,57.8824650406,2.41,23.8952795895
685,4.9612337851,59.5146647551,2.65,23.8377298608
686,4.5256379812,57.3134444994,2.42,23.9371951306
687,5.8927126822,60.9622192413,2.67,25.255303914
688,4.5967493048,58.0724163465,2.68,23.9429308945
689,4.4812208548,54.8229392282,2.37,24.0608605253
690,4.7823043622,57.5324273689,2.47,23.5741521986
691,4.4175399615,55.7160039519,2.2,24.0051688038
692,4.5550103151,56.9346943421,2.47,23.9785747152
693,4.5743499615,58.2286246293,2.67,24.0987637257
694,4.7596211766,57.5323887272,2.15,24.0742867696
695,4.567309208,55.9915026236,2.18,23.8217868087
696,4.4911805462,57.2087342769,2.57,23.4700883418
697,4.5788910151,58.8847223189,2.68,23.7049418512
698,4.7384708054,54.8533422537,2.17,23.4134502087
699,5.1435376176,56.9132246502,2.39,23.0652950583
700,4.5548417693,56.8085103936,2.41,23.9270723428
701,4.4258120839,59.2385318196,2.59,23.8961204422
702,4.8743482181,61.5867139862,2.66,24.6830033883
703,4.5444623352,54.4427178972,2.14,24.2546108791
704,4.6657848617,56.1685001671,2.36,24.4304828528
705,4.3653356767,55.7143643872,2.29,23.6016000655
706,4.5802405043,55.1568067714,2.38,23.6195258193
707,4.413721906,55.3807998822,2.17,23.9649247921
708,4.424989897,54.5872867439,2.1,23.8216636968
709,4.495804079,56.9323046307,2.55,23.8198675402
710,4.2381332456,55.7769546736,2.14,24.8265734101
711,4.3867484913,55.4679929294,2.09,24.686947792
712,4.5045480483,54.6306067226,2.13,24.3694193839
713,4.3274953148,54.6146710481,2.13,24.6434539963
714,4.42205908,54.6597606856,2.09,23.5778860793
715,4.6464642893,56.0339418522,2.48,23.7726452145
716,4.6511521553,56.0997734679,2.27,23.5936016628
717,4.3365818524,54.9825080681,2.46,24.0667858802
718,4.7917611722,54.971267051,2.32,23.0062462736
719,4.6814351336,54.6651959157,2.12,23.4998041673
720,4.5705728544,55.7903350985,2.16,23.9849202819
721,4.495070338,57.5673444877,2.56,23.930971808
722,4.7547824737,56.8073958117,2.53,24.0639691
723,4.5839087734,55.9580925705,2.39,23.8446109927
724,4.709739434,56.4305127866,2.59,23.6297263927
725,4.6591766672,55.9329938993,2.38,23.6968883167
726,4.9700428853,55.5675227658,2.36,23.4220060799
727,4.663153593,55.1016678337,2.35,23.1390381188
728,4.9144946077,56.8290314844,2.39,23.7905419065
729,4.6299386839,55.5885997975,2.27,23.2590550205
730,5.1452866867,56.8241679249,2.42,23.1834208189
731,5.0231905527,56.9862290202,2.39,22.9628913004
732,4.608633838,55.1156690369,2.39,23.6346017601
733,4.5246128126,55.0906915928,2.52,23.3436296864
734,4.7188828655,55.1786767453,2.39,23.3730606893
735,4.7180289661,56.322388684,2.49,23.8267161042
736,4.5025470886,56.2485998778,2.4,23.7854913
737,4.2886667232,55.3527977689,2.38,24.1551347508
738,4.4176620761,56.5465929502,2.59,23.8768670769
739,4.5232842185,56.3418410115,2.53,23.9997718792
740,4.2635177206,57.8950490678,2.54,23.9062656858
741,4.5770706416,57.6186562114,2.67,24.049972321
742,4.4833035154,56.9603795028,2.68,24.0834099965
743,4.4814019492,54.170988592,2.09,24.0487439965
744,4.4421026777,54.7831052007,2.14,24.3465410349
745,4.5993270299,55.8750439805,2.37,23.8595124879
746,4.6971433045,56.5657838589,2.39,23.5920529323
747,4.6383106899,59.0348574335,2.26,23.3139784759
748,4.6197243179,55.3558528972,2.18,24.2668063105
749,4.5021991613,57.5876495415,2.56,23.8029692877
750,4.4089601339,55.5325241249,2.23,24.0627236668
751,4.1266428967,58.9097276915,2.68,24.810073239
752,4.6826094648,59.558147354,2.68,23.6064028937
753,4.4242409105,58.3984900656,2.67,24.6479711017
754,4.4783247157,56.2715437926,2.29,23.7952055297
755,4.6020332694,57.5091757594,2.35,24.2916143149
756,4.6211950308,58.3106518578,2.68,23.6592031735
757,4.8074998173,58.0221830665,2.68,23.7095861598
758,4.6999045232,57.3895426008,2.68,23.5265504427
759,4.5977883789,57.0561294375,2.52,23.9423613555
760,4.8127631087,58.4374450967,2.68,23.6389983937
761,4.8812735019,58.2807654649,2.68,23.1881055682
762,4.3307123413,55.0846102244,2.17,24.2791520977
763,4.6219158523,55.8057422551,2.36,23.6826500622
764,4.7424225523,58.3810558336,2.68,24.7496509344
765,4.7082191049,57.5132794867,2.65,24.0716979662
766,4.5909118249,56.9373035956,2.51,23.9221518969
767,4.8492174835,57.1787164674,2.67,23.7233340825
768,4.6030968669,56.4049128305,2.18,24.237033573
769,4.5973751788,57.7073846343,2.42,23.7017977959
770,4.4220815832,57.216433506,2.37,24.205829708
771,4.6445863704,55.5262050651,2.18,23.8626232978
772,4.726735762,56.0917164304,2.39,24.011936322
773,4.7993043921,55.4017680377,2.17,24.2465381395
774,4.6590202215,58.0115087873,2.54,23.7058890163
775,4.5906101132,56.117223459,2.38,23.8145004845
776,4.2672702152,57.485728441,2.22,24.6751242642
777,4.4161065751,57.9091739787,2.48,23.918091537
778,4.313404794,58.3850447421,2.39,24.6923600818
779,4.6683351651,57.3515145752,2.45,23.847570354
780,4.6317920645,57.1037063893,2.18,24.0114180657
781,4.5488117011,57.6095137536,2.3,24.2409943841
782,4.3703028197,57.2718507655,2.34,24.6553565295
783,4.7826605764,58.4965277515,2.68,23.8354584074
784,4.5142224251,57.8084071858,2.25,24.2293278727
785,4.369019505,58.6235257895,2.39,24.3898985663
786,4.5971622273,56.0356674932,2.14,23.4296790006
787,4.6010911823,55.782063137,2.15,24.0680914405
788,4.5834157991,55.5580270891,2.13,24.0316766532
789,4.6437213641,56.3680996914,2.39,23.5523159478
790,4.5053823738,55.5057854217,2.13,24.1538288153
791,4.650816342,55.7483174114,2.19,23.9491060075
792,4.5548455833,54.968867088,2.15,24.1663193372
793,4.4407899809,54.9487982843,2.14,23.9339599652
794,4.4322633507,54.1297348318,2.11,23.9033011612
795,4.5823472532,54.8160612026,2.11,24.0990321513
796,4.524223782,56.4362356696,2.25,24.1988403636
797,4.5452613135,54.3899793841,2.1,23.8990232957
798,4.8242307117,57.2276216772,2.45,23.9427163054
799,4.6394402947,55.160772835,2.1,24.4130229632
800,4.4921852138,56.3683018739,2.46,24.6806784165
801,4.5263191896,55.2203460649,2.13,24.3457773186
802,4.5104492496,55.7203951939,2.38,24.5252521334
803,4.5981721464,55.6684533813,2.38,24.1905511206
804,4.5192715354,56.642562392,2.46,24.2730354077
805,4.6087049912,56.6305291889,2.39,23.9517113453
806,4.504112667,56.4594611397,2.39,24.1840526277
807,4.7995476967,57.0414350529,2.4,24.2566598695
808,4.6901962323,56.3151298827,2.13,24.2892093743
809,4.4234591021,55.7385266572,2.09,24.6804521052
810,4.6342690399,54.97920371,2.09,23.988743136
811,4.7193911776,57.309676417,2.3,24.0200116402
812,4.4835350266,54.4601147285,2.1,24.0441681072
813,4.9407724594,53.9359453376,2.09,23.5270260719
814,4.907071699,54.7719104102,2.12,23.3318110901
815,4.3474777833,52.5749203955,2.09,22.4171488506
816,4.3208718411,53.3450227319,2.3,26.0583565062
817,4.6445652812,56.6982218103,2.22,23.6487844902
818,4.7561529646,55.0194209606,2.09,23.8837208165
819,4.6400596529,55.4908346622,2.09,23.5658721129
820,4.6823782899,58.5427795374,2.41,23.5715654395
821,4.3485916426,55.8541837867,2.12,24.2949505655
822,4.2651504,55.4814729506,2.13,24.8011724235
823,4.3325512474,55.7947031818,2.39,24.4220400828
824,4.5846467044,57.2861430859,2.6,24.262332629
825,4.3647747598,56.3084380211,2.33,24.4486248247
826,4.2614714129,56.7063866224,2.18,24.3078240629
827,4.3083496601,56.2666954584,2.17,24.1700818692
828,4.2919541606,56.0969309347,2.1,24.5735333616
829,4.2649844802,56.9029964714,2.15,23.9800231163
830,4.1365067991,55.5831867944,2.1,24.5255713453
831,4.3113944967,56.1011336119,2.12,24.3357689405
832,4.3875996337,59.3032783356,2.14,24.9376167152
833,4.2721775917,55.4422454475,2.13,24.2501112459
834,4.7157014019,57.0603034162,2.37,24.1247319761
835,4.5509443794,56.4525711614,2.21,23.9219421708
836,4.3019824635,55.3714189611,2.17,24.2601065702
837,4.452866124,55.4386367319,2.37,23.7949290183
838,4.364243995,54.9150601102,2.14,24.5969252542
839,4.6726077123,57.6886632835,2.48,23.8990675017
840,4.4018201527,56.862901803,2.36,24.4954701722
841,4.4737146815,57.1306801519,2.19,24.0218237131
842,4.565537916,55.4370880481,2.09,24.0090947422
843,4.5823112892,55.3846180477,2.1,24.1210957222
844,4.5265837784,57.5417867504,2.48,24.3841788932
845,4.2883000105,59.1048011479,2.58,25.5472816615
846,4.5267398241,55.6556364518,2.09,23.8777618242
847,4.9643251447,56.8953215389,2.1,23.3350140395
848,4.4318883914,55.7561557905,2.1,24.0746439205
849,4.7180172738,55.6745080837,2.12,23.7623564485
850,4.8273298419,57.1820067407,2.41,23.6588648099
851,4.3505479789,57.5534575826,2.55,24.0081443138
852,4.2961703533,54.5922857164,2.63,23.8647796441
853,4.6382052095,55.1568531049,2.39,22.8453238302
854,4.5067537629,55.0641611461,2.14,23.1973996288
855,4.4610021673,54.6852900413,2.1,23.7640501245
856,4.5650106044,56.7605268843,2.46,23.4504075959
857,4.3283467781,54.7344590526,2.34,23.72183311
858,4.5979140985,55.3335593604,2.39,23.3452871368
859,4.7783596141,56.8046642074,2.52,23.0591947494
860,4.6653894878,55.5785020371,2.15,23.1417539998
861,4.5943626721,55.374304006,2.1,23.3696030385
862,4.7744949885,56.3725748987,2.18,23.0125351018
863,4.6619426983,56.7967131255,2.27,23.1600938243
864,4.7032032244,56.0413982568,2.14,23.5137075378
865,4.7368941928,55.7542616273,2.13,23.1104649914
866,4.6751618248,55.560868169,2.1,23.2554516528
867,4.62777318,55.3452787579,2.1,23.0519592402
868,4.3770178245,56.7196803458,2.11,24.1338128406
869,4.6402575287,55.7849029505,2.13,23.6625295504
870,4.7851971719,54.8410432817,2.11,23.3498976049
871,4.7442057794,55.1350198685,2.12,23.6725062593
872,4.4871351131,55.6901229855,2.09,23.877093089
873,4.4609095576,54.649893834,2.09,23.7410468875
874,4.5824341595,55.6496643259,2.46,23.6618888736
875,4.3813292658,54.0704088383,2.1,24.3093421763
876,4.4856871103,56.5839947576,2.47,23.9413345473
877,4.8560882852,57.8752922741,2.36,24.0549882624
878,4.2759515878,56.2277188197,2.34,23.9245293539
879,5.1883725763,55.4690080111,2.18,22.9533100714
880,4.265106944,56.1342603462,2.19,24.0333067958
881,4.1859759483,56.4151123747,2.42,24.4021431532
882,4.347409274,56.3292803375,2.17,24.3112281194
883,4.2375139165,56.8567678272,2.15,24.0464740641
884,4.2667595148,57.0334328254,2.51,24.442101411
885,4.3672272238,56.6956934941,2.43,23.8710843024
886,4.3379462319,55.8598908292,2.34,24.7782387486
887,4.3200826275,56.6294824315,2.39,23.9156426653
888,4.2793760856,56.2186359991,2.29,24.7985374198
889,4.1047674801,56.4206713732,2.2,24.5922103087
890,4.3777140275,58.8846148062,2.58,24.48702573
891,4.6192184909,59.0792191589,2.68,23.7706596484
892,4.3838153496,57.5791329057,2.54,24.5464819449
893,4.5124935505,58.0375007708,2.34,23.7261973691
894,4.4726860428,58.451185517,2.68,23.8310710952
895,4.4407987313,57.6523337536,2.68,24.2638795329
896,4.5726205795,57.3456975996,2.45,23.7612933141
897,4.711017848,59.9313780075,2.62,25.0491784621
898,4.3918382524,57.5978592126,2.52,24.3278874054
899,4.3128950531,55.9843512572,2.2,24.2494044242
900,4.2712863269,56.3313793034,2.15,24.3049400609
901,4.4756664797,57.7383138298,2.66,23.918923422
902,4.3009223657,57.2617014725,2.44,24.7863782392
903,4.1877391959,55.7331695951,2.18,24.3848955309
904,4.3010934507,56.180721306,2.09,23.9735652664
905,4.3557964116,56.5694435407,2.54,24.6239929101
906,4.5306056993,55.7437377829,2.4,23.970346706
907,4.2335040347,56.1207738879,2.09,24.5695530587
908,4.2172663864,55.8443361162,2.13,24.5007163234
909,4.3096747984,55.1212219262,2.13,24.5447828062
910,4.2516866343,57.8095001426,2.42,24.4908776359
911,4.1727526229,56.9036326147,2.36,24.5699762428
